LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Montgomery,06,17,009-002,REPUBLICAN,182,63,15,10,695
Montgomery,06,17,009-002,UNAFFILIATED,38,10,1,11,973
Montgomery,06,17,009-003,DEMOCRAT,300,105,30,9,1328
Montgomery,06,17,009-003,GREEN,0,0,0,0,4
Montgomery,06,17,009-003,LIBERTARIAN,0,0,0,0,13
Montgomery,06,17,009-003,OTHER PARTIES,1,0,1,0,16
Montgomery,06,17,009-003,REPUBLICAN,66,27,9,1,313
Montgomery,06,17,009-003,UNAFFILIATED,24,4,2,9,630
Montgomery,06,19,009-004,DEMOCRAT,531,81,45,9,1539
Montgomery,06,19,009-004,GREEN,0,0,0,0,4
Montgomery,06,19,009-004,LIBERTARIAN,1,0,0,0,10
Montgomery,06,19,009-004,OTHER PARTIES,1,0,0,1,18
Montgomery,06,19,009-004,REPUBLICAN,187,28,13,3,531
Montgomery,06,19,009-004,UNAFFILIATED,36,2,0,3,567
Montgomery,06,39,009-005,DEMOCRAT,523,122,57,10,1530
Montgomery,06,39,009-005,GREEN,0,0,0,0,5
Montgomery,06,39,009-005,LIBERTARIAN,1,0,0,0,10
Montgomery,06,39,009-005,OTHER PARTIES,0,0,0,0,12
Montgomery,06,39,009-005,REPUBLICAN,207,27,14,1,513
Montgomery,06,39,009-005,UNAFFILIATED,34,4,1,6,565
Montgomery,06,17,009-006,DEMOCRAT,552,143,35,13,1800
Montgomery,06,17,009-006,GREEN,0,0,0,0,10
Montgomery,06,17,009-006,LIBERTARIAN,0,0,0,0,13
Montgomery,06,17,009-006,OTHER PARTIES,0,0,0,0,14
Montgomery,06,17,009-006,REPUBLICAN,145,33,6,3,594
Montgomery,06,17,009-006,UNAFFILIATED,60,8,3,5,916
Montgomery,06,39,009-007,DEMOCRAT,520,128,39,17,2131
Montgomery,06,39,009-007,GREEN,0,0,0,0,9
Montgomery,06,39,009-007,LIBERTARIAN,0,0,0,0,12
Montgomery,06,39,009-007,OTHER PARTIES,0,0,0,1,21
Montgomery,06,39,009-007,REPUBLICAN,96,15,9,5,375
Montgomery,06,39,009-007,UNAFFILIATED,20,2,2,7,728
Montgomery,06,39,009-008,DEMOCRAT,551,142,36,30,2347
Montgomery,06,39,009-008,GREEN,0,0,0,0,8
Montgomery,06,39,009-008,LIBERTARIAN,1,0,0,0,26
Montgomery,06,39,009-008,OTHER PARTIES,2,1,1,0,25
Montgomery,06,39,009-008,REPUBLICAN,162,26,9,1,564
Montgomery,06,39,009-008,UNAFFILIATED,56,11,2,11,903
Montgomery,06,39,009-009,DEMOCRAT,683,156,81,23,2455
Montgomery,06,39,009-009,GREEN,0,0,0,0,12
Montgomery,06,39,009-009,LIBERTARIAN,1,0,0,1,10
Montgomery,06,39,009-009,OTHER PARTIES,2,0,4,0,32
Montgomery,06,39,009-009,REPUBLICAN,153,20,21,7,591
Montgomery,06,39,009-009,UNAFFILIATED,49,7,2,8,893
Montgomery,06,19,009-010,DEMOCRAT,107,20,13,11,278
Montgomery,06,19,009-010,GREEN,0,0,0,0,3
Montgomery,06,19,009-010,LIBERTARIAN,0,0,0,0,3
Montgomery,06,19,009-010,OTHER PARTIES,0,0,0,0,5
Montgomery,06,19,009-010,REPUBLICAN,33,12,3,0,127
Montgomery,06,19,009-010,UNAFFILIATED,9,1,0,4,133
Montgomery,06,39,009-011,DEMOCRAT,478,84,33,3,1386
Montgomery,06,39,009-011,GREEN,0,0,0,0,4
Montgomery,06,39,009-011,LIBERTARIAN,1,0,0,0,23
Montgomery,06,39,009-011,OTHER PARTIES,1,0,0,1,17
Montgomery,06,39,009-011,REPUBLICAN,213,28,10,0,505
Montgomery,06,39,009-011,UNAFFILIATED,38,5,1,1,614
Montgomery,06,39,009-012,DEMOCRAT,548,166,46,18,1602
Montgomery,06,39,009-012,GREEN,0,0,0,0,6
Montgomery,06,39,009-012,LIBERTARIAN,0,0,0,0,7
Montgomery,06,39,009-012,OTHER PARTIES,0,0,1,0,15
Montgomery,06,39,009-012,REPUBLICAN,194,29,8,5,546
Montgomery,06,39,009-012,UNAFFILIATED,15,7,0,44,698
Montgomery,06,17,009-013,DEMOCRAT,604,117,47,17,1597
Montgomery,06,17,009-013,GREEN,0,0,0,0,5
Montgomery,06,17,009-013,LIBERTARIAN,0,0,0,1,12
Montgomery,06,17,009-013,OTHER PARTIES,0,0,0,0,19
Montgomery,06,17,009-013,REPUBLICAN,253,36,25,13,691
Montgomery,06,17,009-013,UNAFFILIATED,53,4,0,9,933
Montgomery,06,19,009-014,DEMOCRAT,468,85,37,15,1164
Montgomery,06,19,009-014,GREEN,0,0,0,0,5
Montgomery,06,19,009-014,LIBERTARIAN,0,0,0,0,7
Montgomery,06,19,009-014,OTHER PARTIES,1,0,0,0,13
Montgomery,06,19,009-014,REPUBLICAN,200,18,11,4,484
Montgomery,06,19,009-014,UNAFFILIATED,29,6,1,4,562
Montgomery,06,17,009-015,DEMOCRAT,457,82,34,28,1532
Montgomery,06,17,009-015,GREEN,0,0,0,0,4
Montgomery,06,17,009-015,LIBERTARIAN,1,1,0,0,15
Montgomery,06,17,009-015,OTHER PARTIES,1,0,1,1,19
Montgomery,06,17,009-015,REPUBLICAN,73,18,13,5,350
Montgomery,06,17,009-015,UNAFFILIATED,26,7,1,16,612
Montgomery,06,17,009-016,DEMOCRAT,344,75,28,12,1507
Montgomery,06,17,009-016,GREEN,1,0,0,0,11
Montgomery,06,17,009-016,LIBERTARIAN,0,0,0,0,6
Montgomery,06,17,009-016,OTHER PARTIES,1,0,0,0,20
Montgomery,06,17,009-016,REPUBLICAN,88,7,5,3,321
Montgomery,06,17,009-016,UNAFFILIATED,21,5,1,9,560
Montgomery,06,39,009-018,DEMOCRAT,419,84,19,11,1539
Montgomery,06,39,009-018,GREEN,1,0,0,1,7
Montgomery,06,39,009-018,LIBERTARIAN,0,0,0,2,14
Montgomery,06,39,009-018,OTHER PARTIES,1,1,0,1,17
Montgomery,06,39,009-018,REPUBLICAN,105,18,4,3,382
Montgomery,06,39,009-018,UNAFFILIATED,22,3,0,27,669
Montgomery,06,17,009-020,DEMOCRAT,346,100,29,17,1220
Montgomery,06,17,009-020,GREEN,0,0,0,0,6
Montgomery,06,17,009-020,LIBERTARIAN,0,0,0,1,7
Montgomery,06,17,009-020,OTHER PARTIES,0,0,0,2,14
Montgomery,06,17,009-020,REPUBLICAN,133,24,13,3,442
Montgomery,06,17,009-020,UNAFFILIATED,21,4,1,14,515
Montgomery,06,39,009-021,DEMOCRAT,394,69,39,6,1156
Montgomery,06,39,009-021,GREEN,1,0,0,0,6
Montgomery,06,39,009-021,LIBERTARIAN,0,0,0,0,15
Montgomery,06,39,009-021,OTHER PARTIES,0,1,1,0,22
Montgomery,06,39,009-021,REPUBLICAN,215,24,4,5,587
Montgomery,06,39,009-021,UNAFFILIATED,36,5,0,3,565
Montgomery,06,39,009-022,DEMOCRAT,651,122,39,11,1988
Montgomery,06,39,009-022,GREEN,0,0,0,0,9
Montgomery,06,39,009-022,LIBERTARIAN,2,0,0,0,15
Montgomery,06,39,009-022,OTHER PARTIES,1,0,0,1,26
Montgomery,06,39,009-022,REPUBLICAN,226,19,4,5,627
Montgomery,06,39,009-022,UNAFFILIATED,49,5,1,6,750
Montgomery,06,17,009-024,DEMOCRAT,291,73,22,14,1081
Montgomery,06,17,009-024,GREEN,0,0,0,0,6
Montgomery,06,17,009-024,LIBERTARIAN,2,0,0,0,16
Montgomery,06,17,009-024,OTHER PARTIES,0,0,0,1,9
Montgomery,06,17,009-024,REPUBLICAN,101,11,15,4,328
Montgomery,06,17,009-024,UNAFFILIATED,15,5,0,12,523
Montgomery,06,39,009-025,DEMOCRAT,362,61,10,11,1142
Montgomery,06,39,009-025,GREEN,0,0,0,0,4
Montgomery,06,39,009-025,LIBERTARIAN,4,0,0,1,10
Montgomery,06,39,009-025,OTHER PARTIES,0,0,0,0,8
Montgomery,06,39,009-025,REPUBLICAN,172,24,7,4,504
Montgomery,06,39,009-025,UNAFFILIATED,28,4,1,20,581
Montgomery,06,39,009-026,DEMOCRAT,477,93,23,12,1605
Montgomery,06,39,009-026,GREEN,1,0,0,0,7
Montgomery,06,39,009-026,LIBERTARIAN,0,0,0,0,8
Montgomery,06,39,009-026,OTHER PARTIES,2,0,0,1,10
Montgomery,06,39,009-026,REPUBLICAN,107,21,4,1,379
Montgomery,06,39,009-026,UNAFFILIATED,30,2,1,15,587
Montgomery,06,17,009-027,DEMOCRAT,717,141,74,13,1878
Montgomery,06,17,009-027,GREEN,1,0,0,0,4
Montgomery,06,17,009-027,LIBERTARIAN,2,0,0,0,19
Montgomery,06,17,009-027,OTHER PARTIES,2,0,0,1,25
Montgomery,06,17,009-027,REPUBLICAN,290,45,35,4,923
Montgomery,06,17,009-027,UNAFFILIATED,50,6,1,8,903
Montgomery,06,17,009-028,DEMOCRAT,323,36,87,12,671
Montgomery,06,17,009-028,GREEN,0,0,0,0,1
Montgomery,06,17,009-028,LIBERTARIAN,0,0,0,0,1
Montgomery,06,17,009-028,OTHER PARTIES,2,0,0,0,11
Montgomery,06,17,009-028,REPUBLICAN,186,4,42,3,430
Montgomery,06,17,009-028,UNAFFILIATED,13,0,1,0,149
Montgomery,06,39,009-029,DEMOCRAT,488,66,27,18,1426
Montgomery,06,39,009-029,GREEN,0,0,0,0,11
Montgomery,06,39,009-029,LIBERTARIAN,0,0,0,0,15
Montgomery,06,39,009-029,OTHER PARTIES,3,0,0,1,24
Montgomery,06,39,009-029,REPUBLICAN,147,15,3,3,438
Montgomery,06,39,009-029,UNAFFILIATED,44,4,0,12,599
Montgomery,06,39,009-030,DEMOCRAT,476,93,43,17,1474
Montgomery,06,39,009-030,GREEN,0,0,0,0,3
Montgomery,06,39,009-030,LIBERTARIAN,0,0,0,1,11
Montgomery,06,39,009-030,OTHER PARTIES,0,0,0,0,10
Montgomery,06,39,009-030,REPUBLICAN,174,19,8,3,515
Montgomery,06,39,009-030,UNAFFILIATED,19,7,1,46,745
Montgomery,08,17,009-031,DEMOCRAT,542,197,142,16,1750
Montgomery,08,17,009-031,GREEN,0,0,0,0,0
Montgomery,08,17,009-031,LIBERTARIAN,0,0,0,0,13
Montgomery,08,17,009-031,OTHER PARTIES,0,0,2,1,20
Montgomery,08,17,009-031,REPUBLICAN,150,35,43,3,584
Montgomery,08,17,009-031,UNAFFILIATED,32,5,1,19,791
Montgomery,06,39,009-032,DEMOCRAT,104,29,4,4,376
Montgomery,06,39,009-032,GREEN,0,0,0,0,1
Montgomery,06,39,009-032,LIBERTARIAN,0,0,0,0,3
Montgomery,06,39,009-032,OTHER PARTIES,0,0,0,0,4
Montgomery,06,39,009-032,REPUBLICAN,19,3,0,1,68
Montgomery,06,39,009-032,UNAFFILIATED,10,2,0,1,120
Montgomery,06,15,009-033,DEMOCRAT,216,56,36,11,775
Montgomery,06,15,009-033,GREEN,0,0,0,0,4
Montgomery,06,15,009-033,LIBERTARIAN,0,0,0,0,10
Montgomery,06,15,009-033,OTHER PARTIES,0,0,0,1,13
Montgomery,06,15,009-033,REPUBLICAN,67,15,16,4,281
Montgomery,06,15,009-033,UNAFFILIATED,13,2,1,11,405
Montgomery,06,39,009-034,DEMOCRAT,481,90,23,22,1743
Montgomery,06,39,009-034,GREEN,0,0,0,0,4
Montgomery,06,39,009-034,LIBERTARIAN,0,0,0,1,17
Montgomery,06,39,009-034,OTHER PARTIES,2,1,0,2,26
Montgomery,06,39,009-034,REPUBLICAN,103,18,5,2,417
Montgomery,06,39,009-034,UNAFFILIATED,27,3,0,11,741
Montgomery,06,17,009-035,DEMOCRAT,823,158,59,25,2115
Montgomery,06,17,009-035,GREEN,1,0,0,0,10
Montgomery,06,17,009-035,LIBERTARIAN,3,1,0,0,19
Montgomery,06,17,009-035,OTHER PARTIES,2,0,0,3,28
Montgomery,06,17,009-035,REPUBLICAN,351,32,25,9,1009
Montgomery,06,17,009-035,UNAFFILIATED,45,11,1,13,1093
Montgomery,06,19,009-036,DEMOCRAT,357,93,21,20,1155
Montgomery,06,19,009-036,GREEN,0,0,0,1,4
Montgomery,06,19,009-036,LIBERTARIAN,1,0,1,2,13
Montgomery,06,19,009-036,OTHER PARTIES,0,0,0,0,17
Montgomery,06,19,009-036,REPUBLICAN,114,25,8,6,394
Montgomery,06,19,009-036,UNAFFILIATED,24,6,3,16,598
Montgomery,06,39,009-037,DEMOCRAT,351,45,18,14,1152
Montgomery,06,39,009-037,GREEN,0,0,0,0,4
Montgomery,06,39,009-037,LIBERTARIAN,0,0,0,0,7
Montgomery,06,39,009-037,OTHER PARTIES,0,0,0,0,15
Montgomery,06,39,009-037,REPUBLICAN,113,11,8,7,361
Montgomery,06,39,009-037,UNAFFILIATED,21,3,0,18,476
Montgomery,06,39,009-038,DEMOCRAT,162,23,16,3,279
Montgomery,06,39,009-038,GREEN,0,0,0,0,5
Montgomery,06,39,009-038,LIBERTARIAN,0,0,0,0,2
Montgomery,06,39,009-038,OTHER PARTIES,1,0,0,0,4
Montgomery,06,39,009-038,REPUBLICAN,18,2,6,1,52
Montgomery,06,39,009-038,UNAFFILIATED,7,0,0,1,90
Montgomery,06,17,009-039,DEMOCRAT,6,2,2,0,15
Montgomery,06,17,009-039,GREEN,0,0,0,0,0
Montgomery,06,17,009-039,LIBERTARIAN,0,0,0,0,0
Montgomery,06,17,009-039,OTHER PARTIES,0,0,0,0,0
Montgomery,06,17,009-039,REPUBLICAN,4,0,0,0,6
Montgomery,06,17,009-039,UNAFFILIATED,1,0,0,1,5
Montgomery,06,17,009-040,DEMOCRAT,279,59,34,17,999
Montgomery,06,17,009-040,GREEN,0,0,0,0,3
Montgomery,06,17,009-040,LIBERTARIAN,1,0,0,0,15
Montgomery,06,17,009-040,OTHER PARTIES,1,0,0,0,10
Montgomery,06,17,009-040,REPUBLICAN,87,9,6,6,355
Montgomery,06,17,009-040,UNAFFILIATED,39,3,0,5,612
Montgomery,06,39,009-041,DEMOCRAT,360,104,19,9,1191
Montgomery,06,39,009-041,GREEN,0,0,0,0,2
Montgomery,06,39,009-041,LIBERTARIAN,0,0,0,0,11
Montgomery,06,39,009-041,OTHER PARTIES,1,0,0,0,10
Montgomery,06,39,009-041,REPUBLICAN,90,22,0,3,331
Montgomery,06,39,009-041,UNAFFILIATED,17,6,1,14,505
Montgomery,06,15,010-001,DEMOCRAT,219,48,42,3,674
Montgomery,06,15,010-001,GREEN,0,0,0,0,4
Montgomery,06,15,010-001,LIBERTARIAN,0,0,0,0,7
Montgomery,06,15,010-001,OTHER PARTIES,0,0,0,0,16
Montgomery,06,15,010-001,REPUBLICAN,181,30,22,4,528
Montgomery,06,15,010-001,UNAFFILIATED,18,1,1,2,381
Montgomery,08,16,010-002,DEMOCRAT,373,168,66,14,1095
Montgomery,08,16,010-002,GREEN,1,0,0,0,2
Montgomery,08,16,010-002,LIBERTARIAN,0,0,0,0,8
Montgomery,08,16,010-002,OTHER PARTIES,0,0,0,1,16
Montgomery,08,16,010-002,REPUBLICAN,321,56,35,2,973
Montgomery,08,16,010-002,UNAFFILIATED,19,7,2,18,678
Montgomery,06,16,010-003,DEMOCRAT,503,99,67,10,1151
Montgomery,06,16,010-003,GREEN,0,0,0,0,5
Montgomery,06,16,010-003,LIBERTARIAN,0,0,0,0,6
Montgomery,06,16,010-003,OTHER PARTIES,0,0,0,0,8
Montgomery,06,16,010-003,REPUBLICAN,216,20,20,7,607
Montgomery,06,16,010-003,UNAFFILIATED,20,1,2,18,578
Montgomery,06,15,010-004,DEMOCRAT,351,116,33,3,839
Montgomery,06,15,010-004,GREEN,0,0,0,0,3
Montgomery,06,15,010-004,LIBERTARIAN,0,0,0,0,6
Montgomery,06,15,010-004,OTHER PARTIES,1,0,0,0,11
Montgomery,06,15,010-004,REPUBLICAN,118,24,10,2,331
Montgomery,06,15,010-004,UNAFFILIATED,16,3,0,1,425
Montgomery,06,15,010-005,DEMOCRAT,437,257,72,6,1295
Montgomery,06,15,010-005,GREEN,0,0,0,0,3
Montgomery,06,15,010-005,LIBERTARIAN,1,1,0,0,4
Montgomery,06,15,010-005,OTHER PARTIES,0,1,2,0,18
Montgomery,06,15,010-005,REPUBLICAN,184,59,25,2,567
Montgomery,06,15,010-005,UNAFFILIATED,23,13,0,4,609
Montgomery,06,15,010-006,DEMOCRAT,426,238,66,5,1354
Montgomery,06,15,010-006,GREEN,0,0,0,0,3
Montgomery,06,15,010-006,LIBERTARIAN,0,0,0,0,4
Montgomery,06,15,010-006,OTHER PARTIES,0,0,0,2,18
Montgomery,06,15,010-006,REPUBLICAN,171,66,12,0,522
Montgomery,06,15,010-006,UNAFFILIATED,20,8,2,5,545
Montgomery,08,16,010-007,DEMOCRAT,602,116,89,14,1430
Montgomery,08,16,010-007,GREEN,0,0,0,0,2
Montgomery,08,16,010-007,LIBERTARIAN,0,0,0,0,4
Montgomery,08,16,010-007,OTHER PARTIES,0,0,0,1,17
Montgomery,08,16,010-007,REPUBLICAN,266,37,32,5,807
Montgomery,08,16,010-007,UNAFFILIATED,30,3,0,10,703
Montgomery,06,16,010-009,DEMOCRAT,400,105,70,7,1151
Montgomery,06,16,010-009,GREEN,0,0,0,0,2
Montgomery,06,16,010-009,LIBERTARIAN,1,0,0,2,10
Montgomery,06,16,010-009,OTHER PARTIES,0,0,1,0,20
Montgomery,06,16,010-009,REPUBLICAN,287,37,25,3,929
Montgomery,06,16,010-009,UNAFFILIATED,27,5,0,4,687
Montgomery,08,16,010-010,DEMOCRAT,567,166,123,9,1450
Montgomery,08,16,010-010,GREEN,0,0,1,0,1
Montgomery,08,16,010-010,LIBERTARIAN,0,0,0,0,8
Montgomery,08,16,010-010,OTHER PARTIES,1,0,1,1,25
Montgomery,08,16,010-010,REPUBLICAN,271,50,37,3,820
Montgomery,08,16,010-010,UNAFFILIATED,23,9,2,12,720
Montgomery,06,15,010-011,DEMOCRAT,323,87,36,7,1065
Montgomery,06,15,010-011,GREEN,1,0,0,0,5
Montgomery,06,15,010-011,LIBERTARIAN,0,0,0,0,6
Montgomery,06,15,010-011,OTHER PARTIES,1,1,0,1,16
Montgomery,06,15,010-011,REPUBLICAN,92,8,14,3,272
Montgomery,06,15,010-011,UNAFFILIATED,11,2,1,15,462
Montgomery,06,15,010-012,DEMOCRAT,651,153,89,17,1571
Montgomery,06,15,010-012,GREEN,0,0,0,0,6
Montgomery,06,15,010-012,LIBERTARIAN,1,0,0,0,8
Montgomery,06,15,010-012,OTHER PARTIES,2,0,0,0,22
Montgomery,06,15,010-012,REPUBLICAN,190,28,24,4,526
Montgomery,06,15,010-012,UNAFFILIATED,47,5,2,7,707
Montgomery,06,15,010-013,DEMOCRAT,268,231,33,13,940
Montgomery,06,15,010-013,GREEN,0,0,0,0,2
Montgomery,06,15,010-013,LIBERTARIAN,0,0,0,0,2
Montgomery,06,15,010-013,OTHER PARTIES,0,0,0,0,11
Montgomery,06,15,010-013,REPUBLICAN,96,41,7,5,341
Montgomery,06,15,010-013,UNAFFILIATED,24,8,0,2,470
Montgomery,06,15,011-000,DEMOCRAT,327,48,33,1,808
Montgomery,06,15,011-000,GREEN,0,0,0,0,3
Montgomery,06,15,011-000,LIBERTARIAN,0,0,0,0,7
Montgomery,06,15,011-000,OTHER PARTIES,0,0,0,0,12
Montgomery,06,15,011-000,REPUBLICAN,260,14,3,4,613
Montgomery,06,15,011-000,UNAFFILIATED,16,1,1,3,352
Montgomery,08,14,012-001,DEMOCRAT,240,85,33,6,776
Montgomery,08,14,012-001,GREEN,1,0,0,0,3
Montgomery,08,14,012-001,LIBERTARIAN,1,1,0,0,15
Montgomery,08,14,012-001,OTHER PARTIES,0,0,0,0,8
Montgomery,08,14,012-001,REPUBLICAN,339,75,21,2,984
Montgomery,08,14,012-001,UNAFFILIATED,24,2,0,10,551
Montgomery,08,14,012-002,DEMOCRAT,266,118,25,2,902
Montgomery,08,14,012-002,GREEN,0,0,0,0,6
Montgomery,08,14,012-002,LIBERTARIAN,0,0,0,0,8
Montgomery,08,14,012-002,OTHER PARTIES,1,1,0,0,17
Montgomery,08,14,012-002,REPUBLICAN,378,135,24,4,1124
Montgomery,08,14,012-002,UNAFFILIATED,20,6,2,4,554
Montgomery,08,14,012-003,DEMOCRAT,525,126,41,14,1440
Montgomery,08,14,012-003,GREEN,0,0,0,0,5
Montgomery,08,14,012-003,LIBERTARIAN,3,0,0,1,21
Montgomery,08,14,012-003,OTHER PARTIES,1,0,0,0,21
Montgomery,08,14,012-003,REPUBLICAN,584,98,31,11,1538
Montgomery,08,14,012-003,UNAFFILIATED,41,6,0,15,854
Montgomery,06,14,012-004,DEMOCRAT,328,94,39,4,937
Montgomery,06,14,012-004,GREEN,0,0,0,0,3
Montgomery,06,14,012-004,LIBERTARIAN,0,0,0,0,11
Montgomery,06,14,012-004,OTHER PARTIES,1,0,2,0,23
Montgomery,06,14,012-004,REPUBLICAN,352,75,26,4,988
Montgomery,06,14,012-004,UNAFFILIATED,29,6,1,2,567
Montgomery,06,14,012-005,DEMOCRAT,375,121,15,12,1390
Montgomery,06,14,012-005,GREEN,0,0,0,0,10
Montgomery,06,14,012-005,LIBERTARIAN,0,1,0,0,18
Montgomery,06,14,012-005,OTHER PARTIES,1,0,0,0,11
Montgomery,06,14,012-005,REPUBLICAN,340,77,9,4,965
Montgomery,06,14,012-005,UNAFFILIATED,43,7,0,18,771
Montgomery,08,19,013-001,DEMOCRAT,449,184,51,24,1418
Montgomery,08,19,013-001,GREEN,0,0,0,0,5
Montgomery,08,19,013-001,LIBERTARIAN,0,0,0,0,11
Montgomery,08,19,013-001,OTHER PARTIES,0,0,2,0,14
Montgomery,08,19,013-001,REPUBLICAN,137,29,6,2,407
Montgomery,08,19,013-001,UNAFFILIATED,23,8,0,7,510
Montgomery,08,19,013-002,DEMOCRAT,946,473,87,34,3165
Montgomery,08,19,013-002,GREEN,0,0,0,0,7
Montgomery,08,19,013-002,LIBERTARIAN,0,0,0,0,14
Montgomery,08,19,013-002,OTHER PARTIES,0,0,0,0,20
Montgomery,08,19,013-002,REPUBLICAN,177,71,13,8,740
Montgomery,08,19,013-002,UNAFFILIATED,68,6,0,14,1146
Montgomery,08,18,013-003,DEMOCRAT,626,202,105,15,1411
Montgomery,08,18,013-003,GREEN,1,0,0,0,4
Montgomery,08,18,013-003,LIBERTARIAN,2,0,0,1,11
Montgomery,08,18,013-003,OTHER PARTIES,1,0,2,0,12
Montgomery,08,18,013-003,REPUBLICAN,156,23,18,4,401
Montgomery,08,18,013-003,UNAFFILIATED,25,1,2,4,403
Montgomery,08,20,013-004,DEMOCRAT,949,432,137,35,2461
Montgomery,08,20,013-004,GREEN,1,0,0,0,15
Montgomery,08,20,013-004,LIBERTARIAN,2,2,0,1,16
Montgomery,08,20,013-004,OTHER PARTIES,0,2,0,1,11
Montgomery,08,20,013-004,REPUBLICAN,34,10,5,2,158
Montgomery,08,20,013-004,UNAFFILIATED,35,12,1,4,526
Montgomery,08,20,013-005,DEMOCRAT,668,509,79,123,2468
Montgomery,08,20,013-005,GREEN,1,0,0,0,7
Montgomery,08,20,013-005,LIBERTARIAN,0,1,0,0,8
Montgomery,08,20,013-005,OTHER PARTIES,2,0,1,1,23
Montgomery,08,20,013-005,REPUBLICAN,51,26,8,11,269
Montgomery,08,20,013-005,UNAFFILIATED,26,12,1,22,647
Montgomery,08,20,013-006,DEMOCRAT,951,293,135,50,2077
Montgomery,08,20,013-006,GREEN,2,1,0,1,21
Montgomery,08,20,013-006,LIBERTARIAN,0,0,0,0,6
Montgomery,08,20,013-006,OTHER PARTIES,0,0,0,1,8
Montgomery,08,20,013-006,REPUBLICAN,31,6,5,5,96
Montgomery,08,20,013-006,UNAFFILIATED,17,2,0,11,305
Montgomery,08,18,013-007,DEMOCRAT,859,281,102,27,1893
Montgomery,08,18,013-007,GREEN,1,0,1,1,6
Montgomery,08,18,013-007,LIBERTARIAN,0,0,0,0,5
Montgomery,08,18,013-007,OTHER PARTIES,0,0,0,0,9
Montgomery,08,18,013-007,REPUBLICAN,100,30,9,3,293
Montgomery,08,18,013-007,UNAFFILIATED,43,5,3,2,467
Montgomery,08,20,013-008,DEMOCRAT,664,342,66,24,1977
Montgomery,08,20,013-008,GREEN,3,0,0,0,13
Montgomery,08,20,013-008,LIBERTARIAN,1,0,0,0,16
Montgomery,08,20,013-008,OTHER PARTIES,0,0,0,0,8
Montgomery,08,20,013-008,REPUBLICAN,45,17,4,2,178
Montgomery,08,20,013-008,UNAFFILIATED,19,11,0,3,438
Montgomery,08,20,013-010,DEMOCRAT,424,201,38,39,1402
Montgomery,08,20,013-010,GREEN,0,0,0,1,5
Montgomery,08,20,013-010,LIBERTARIAN,0,0,0,0,10
Montgomery,08,20,013-010,OTHER PARTIES,0,0,0,0,8
Montgomery,08,20,013-010,REPUBLICAN,44,14,3,4,150
Montgomery,08,20,013-010,UNAFFILIATED,13,5,4,13,423
Montgomery,08,19,013-011,DEMOCRAT,848,222,78,18,2163
Montgomery,08,19,013-011,GREEN,0,0,0,1,4
Montgomery,08,19,013-011,LIBERTARIAN,1,0,0,0,5
Montgomery,08,19,013-011,OTHER PARTIES,2,0,0,0,17
Montgomery,08,19,013-011,REPUBLICAN,121,28,8,5,404
Montgomery,08,19,013-011,UNAFFILIATED,43,3,0,3,597
Montgomery,08,20,013-013,DEMOCRAT,626,282,60,25,1990
Montgomery,08,20,013-013,GREEN,1,0,0,0,12
Montgomery,08,20,013-013,LIBERTARIAN,0,1,0,0,9
Montgomery,08,20,013-013,OTHER PARTIES,0,0,0,0,9
Montgomery,08,20,013-013,REPUBLICAN,41,10,4,2,194
Montgomery,08,20,013-013,UNAFFILIATED,17,7,2,10,538
Montgomery,08,20,013-014,DEMOCRAT,799,461,128,23,2013
Montgomery,08,20,013-014,GREEN,0,0,0,0,9
Montgomery,08,20,013-014,LIBERTARIAN,0,0,0,0,8
Montgomery,08,20,013-014,OTHER PARTIES,1,1,0,0,15
Montgomery,08,20,013-014,REPUBLICAN,102,38,12,2,340
Montgomery,08,20,013-014,UNAFFILIATED,25,8,2,6,444
Montgomery,08,20,013-015,DEMOCRAT,970,319,91,28,2953
Montgomery,08,20,013-015,GREEN,1,0,0,1,11
Montgomery,08,20,013-015,LIBERTARIAN,1,0,0,0,19
Montgomery,08,20,013-015,OTHER PARTIES,1,1,0,2,25
Montgomery,08,20,013-015,REPUBLICAN,124,24,9,1,442
Montgomery,08,20,013-015,UNAFFILIATED,33,12,2,31,771
Montgomery,08,18,013-016,DEMOCRAT,602,155,47,24,1679
Montgomery,08,18,013-016,GREEN,1,0,0,0,2
Montgomery,08,18,013-016,LIBERTARIAN,2,0,0,0,9
Montgomery,08,18,013-016,OTHER PARTIES,0,0,1,0,5
Montgomery,08,18,013-016,REPUBLICAN,33,12,4,2,155
Montgomery,08,18,013-016,UNAFFILIATED,35,3,0,3,396
Montgomery,08,20,013-018,DEMOCRAT,694,185,72,16,1649
Montgomery,08,20,013-018,GREEN,0,0,0,0,5
Montgomery,08,20,013-018,LIBERTARIAN,1,0,0,0,5
Montgomery,08,20,013-018,OTHER PARTIES,1,0,0,1,12
Montgomery,08,20,013-018,REPUBLICAN,57,15,6,3,207
Montgomery,08,20,013-018,UNAFFILIATED,25,4,0,9,379
Montgomery,08,20,013-019,DEMOCRAT,662,130,60,27,1459
Montgomery,08,20,013-019,GREEN,1,0,0,0,4
Montgomery,08,20,013-019,LIBERTARIAN,0,0,0,0,10
Montgomery,08,20,013-019,OTHER PARTIES,1,0,1,0,8
Montgomery,08,20,013-019,REPUBLICAN,131,17,10,2,318
